noun_phrase,frequency,score
spontaneous,2,0
the centenary,2,0
jeff caird,2,0
digital futures,2,0
g-index,2,0
composite representations,2,0
electronic serials,2,0
the panel,2,0
digital copyright,2,0
hazardous,2,0
arxiv,2,0
its representation,2,0
tourists ',2,0
lexical knowledge,2,0
language data,2,0
4th ed,2,0
library anxiety,2,0
data leakage,2,0
struggle,2,0
mobile search,2,0
opinion convergence,2,0
explication,2,0
the 1940s,2,0
informal carers,2,0
the construct,2,0
stat,2,0
multiple clustering,2,0
domain-specific heuristics,2,0
research literatures,2,0
the pace,2,0
catalogs,2,0
lempel-ziv compression,2,0
metaknowledge,2,0
readership,2,0
sherry turkle,2,0
knowledge map,2,0
large-scale analyses,2,0
african americans,2,0
a metalanguage,2,0
a graphical,2,0
self-organizing approach,2,0
matrix comparison,2,0
the resemblance,2,0
evaluation indicators,2,0
concept recognition,2,0
spoken queries,2,0
reflective practice,2,0
humanities scholars,2,0
some possibilities,2,0
desktop vr,2,0
crowdsourced knowledge,2,0
procedural knowledge,2,0
multidisciplinary research,2,0
beauties,2,0
digital research,2,0
further considerations,2,0
emr adoption,2,0
1996-1999,2,0
inductive query,2,0
cybics,2,0
astronomers,2,0
eigenfactor,2,0
disciplinarity,2,0
software specification,2,0
vip,2,0
designation,2,0
erik hollnagel,2,0
d.c.,2,0
h-type indices,2,0
telephone network,2,0
parallel worlds,2,0
a historical,2,0
individual researchers,2,0
archivists,2,0
array processor,2,0
relevance theory,2,0
museum informatics,2,0
democratic theory,2,0
serials,2,0
a session,2,0
electronic bookmarks,2,0
a wikipedia,2,0
alexandria,2,0
baker,2,0
interdisciplinary relationships,2,0
the 1960s,2,0
peer evaluation,2,0
historians ',2,0
chinese text,2,0
input-output relationships,2,0
twitter events,2,0
indexers,2,0
informality,2,0
web 2.0-ness,2,0
stigma,2,0
we talk,2,0
raya fidel,2,0
research approach,2,0
these,2,0
lis journals,2,0
value-adding,2,0
remediation,2,0
e-index,2,0
library patrons,2,0
lawrence cheeseman,2,0
growth dynamics,2,0
mining correlations,2,0
popular music,2,0
ego involvement,2,0
hyperlinking,2,0
literature obsolescence,2,0
transformative use,2,0
new literacies,2,0
david bawden,2,0
the dawn,2,0
the nii,2,0
bibliometric mapping,2,0
long-term variations,2,0
blocked,2,0
gasification,2,0
walt crawford,2,0
search behaviors,2,0
bad debt,2,0
mira,2,0
1965-1995,2,0
vocabulary control,2,0
modeling knowledge,2,0
mark stefik,2,0
2000-2010,2,0
libcitations,2,0
understandings,2,0
wikipedia content,2,0
retrenchment,2,0
digital art,2,0
2003-2007,2,0
the bridge,2,0
peripheral,2,0
a rule-based,2,0
ted videos,2,0
design equations,2,0
community informatics,2,0
a storage,2,0
goodreads,2,0
high-energy,2,0
text databases,2,0
district,2,0
o.r.,2,0
the end-users,2,0
work-life balance,2,0
macmillan,2,0
biplot analysis,2,0
high-tech gateways,2,0
synopses,2,0
derek,2,0
videodisc,2,0
retrospective data,2,0
bibliometric overview,2,0
more power,2,0
zooming,2,0
sti,2,0
netlens,2,0
cognitive behaviors,2,0
fasit,2,0
real-time ranking,2,0
sara kiesler,2,0
pirates,2,0
terry winograd,2,0
physicists,2,0
pertinence,2,0
query keywords,2,0
retrieval evaluation,2,0
peter morville,2,0
louis rosenfeld,2,0
m.i.t.,2,0
query-by-humming,2,0
three organizations,2,0
formal evaluation,2,0
non-experts,2,0
diet,2,0
booth 's,2,0
word frequency,2,0
anchor text,2,0
electronic environments,2,0
p100,2,0
ask,2,0
user-centered evaluation,2,0
software practice,2,0
information-seeking processes,2,0
burdens,2,0
search performance,2,0
john felleman,2,0
g-indexes,2,0
posterity,2,0
salton 's,2,0
wrongs,2,0
cuisine,2,0
vox populi,2,0
territories,2,0
sleep research,2,0
function descriptors,2,0
1939-1945,2,0
the dogma,2,0
hormone therapy,2,0
the cult,2,0
journal rankings,2,0
the last,2,0
tom boellstorff,2,0
bonnie nardi,2,0
t.l. taylor,2,0
the address,2,0
discourse anaphora,2,0
library acquisitions,2,0
potential sources,2,0
probabilistic datalog,2,0
r-sequences,2,0
the rhythm,2,0
the ims,2,0
mini-computers,2,0
inaccessibility,2,0
dwell time,2,0
psycinfo,2,0
a labor,2,0
bigrams,2,0
the kiss,2,0
business administration,2,0
the isi,2,0
problematizing,2,0
lightweight methods,2,0
its context,2,0
textual databases,2,0
whence,2,0
observational methods,2,0
knowledge spillover,2,0
a flood,2,0
sentence simplification,2,0
textuality,2,0
mediator,2,0
wipo,2,0
collaborative tags,2,0
a commons,2,0
the conundrum,2,0
efts,2,0
article impact,2,0
fight,2,0
march 2003,2,0
sensitivity analyses,2,0
feelings,2,0
term conflation,2,0
colin burke,2,0
a usability,2,0
e-health literacy,2,0
free language,2,0
existentials,2,0
rust,2,0
dot,2,0
deductive verification,2,0
broken promises,2,0
rustbelt,2,0
ocaml,2,0
uninterpreted programs,2,0
effect handlers,2,0
speculative optimizations,2,0
child 's,2,0
higher-order modules,2,0
seq,2,0
scala implicits,2,0
monadic encapsulation,2,0
contextual equivalences,2,0
canonical sequentialization,2,0
higher-order contracts,2,0
clotho,2,0
execution history,2,0
disentanglement,2,0
array computations,2,0
cache behavior,2,0
affine programs,2,0
bindings,2,0
aroma,2,0
scopes,2,0
memory reclamation,2,0
call-by-push-value,2,0
+ concurrency,2,0
a witness,2,0
fixpoint computation,2,0
concurrency verification,2,0
incorrectness,2,0
waypoints,2,0
heap-manipulating programs,2,0
ictac 2015,2,0
mcnaughton 's,2,0
ancient texts,2,0
vaught,2,0
guarded negation,2,0
courcelle 's,2,0
discotec,2,0
stone duality,2,0
redistributive taxation,2,0
outbreak,2,0
strategic manipulability,2,0
positional independence,2,0
agenda control,2,0
activists,2,0
merging functions,2,0
composite indices,2,0
borda winner,2,0
geometric proof,2,0
envy-freeness,2,0
round-robin tournaments,2,0
welfarist evaluations,2,0
gamson 's,2,0
barefoot,2,0
tax evasion,2,0
the cohesiveness,2,0
wulf gaertner,2,0
schwartz,2,0
weak independence,2,0
referenda,2,0
social freedom,2,0
transitive closures,2,0
the manipulability,2,0
decomposition properties,2,0
the count,2,0
general concepts,2,0
alleviation,2,0
the probabilities,2,0
full transitivity,2,0
fallible organizations,2,0
affine combinations,2,0
so special,2,0
critical-level utilitarianism,2,0
non-monotonicity,2,0
the borda,2,0
characteristics space,2,0
lorenz,2,0
coalitional power,2,0
epistemic democracy,2,0
non-transitive,2,0
intra-group heterogeneity,2,0
collective contests,2,0
quantitative approaches,2,0
palgrave macmillan,2,0
preference formation,2,0
inequality aversion,2,0
hindsight,2,0
rawls 's,2,0
sup,2,0
weakest,2,0
libertarian paternalism,2,0
policy-motivated candidates,2,0
strategic choice,2,0
apportionment methods,2,0
satiation,2,0
tax,2,0
deferred acceptance,2,0
group disparities,2,0
self evaluations,2,0
second degree,2,0
one person,2,0
one vote,2,0
the equilibrium,2,0
reciprocal,2,0
popular support,2,0
oldenbourg,2,0
xii,2,0
procedural fairness,2,0
democracies,2,0
lottery,2,0
redistricting,2,0
recursive methods,2,0
omnibus,2,0
the person,2,0
choice overload,2,0
upward,2,0
downward,2,0
strategic requirements,2,0
probabilistic opinion,2,0
blackwell,2,0
viii,2,0
the procedure,2,0
the decomposability,2,0
a startup,2,0
breach,2,0
some estimates,2,0
t-distribution,2,0
americans,2,0
forecasting demand,2,0
risk control,2,0
black-scholes,2,0
object technologies,2,0
semantic mining,2,0
static redundancy,2,0
knowledge-based support,2,0
static calibration,2,0
xml-based specifications,2,0
lightweight semantic,2,0
global performance,2,0
diffusing computations,2,0
virtualization platforms,2,0
collaborative business,2,0
user-level,2,0
rnns,2,0
grabcut,2,0
costa rica,2,0
the cibse,2,0
evaluation approaches,2,0
agile requirements,2,0
xml metadata,2,0
introductory courses,2,0
grid platforms,2,0
practical evaluation,2,0
risc processors,2,0
switching transients,2,0
cache line,2,0
non-blocking/lockup-free caches,2,0
performance counters,2,0
blue gene/l,2,0
state-space exploration,2,0
architectural potholes,2,0
bart kosko,2,0
fast synchronization,2,0
cache memory,2,0
set size,2,0
snmpv2,2,0
cmip,2,0
black magic,2,0
peach2,2,0
systolic implementations,2,0
multicore execution,2,0
ncbi blastp,2,0
rsa processors,2,0
bass,2,0
smt processor,2,0
chip-multiprocessor,2,0
multiple memories,2,0
indirect loads,2,0
graffiti,2,0
breadth first,2,0
software execution,2,0
dsp architectures,2,0
d-nuca caches,2,0
splash,2,0
standard hardware,2,0
sh-x,2,0
consumer appliances,2,0
turing machine,2,0
binary acceleration,2,0
process variability,2,0
fpga debug,2,0
ssi,2,0
simpoint,2,0
memory disambiguation,2,0
data speculation,2,0
performance considerations,2,0
50 %,2,0
shift-or circuit,2,0
two-level designs,2,0
time-dependent covariates,2,0
practical geostatistics,2,0
functional observations,2,0
leaps,2,0
geoscientists,2,0
multivariate calibration,2,0
functional calibration,2,0
the 2017,2,0
feed-forward control,2,0
spatial interdependence,2,0
cusums,2,0
local gaussian,2,0
orthogonal regression,2,0
future observations,2,0
designs robust,2,0
nonlinear settings,2,0
efficient comparison,2,0
binomial data,2,0
likelihood analysis,2,0
i analysis,2,0
average controller,2,0
lago,2,0
student guide,2,0
plackett-burman designs,2,0
block bootstrap,2,0
gamma processes,2,0
the efficiencies,2,0
distance covariance,2,0
deterministic sampling,2,0
cusum procedure,2,0
diagnosability study,2,0
penalized likelihood,2,0
penalized regression,2,0
nanocomposites,2,0
surface designs,2,0
thumb,2,0
data matrices,2,0
optimal alignment,2,0
quality problem,2,0
genetic epidemiology,2,0
parallel universes,2,0
doit,2,0
coda,2,0
all likelihood,2,0
minitab,2,0
algorithmic construction,2,0
a copula,2,0
multivariate permutation,2,0
computer-assisted analysis,2,0
ill-conditioning,2,0
stratified data,2,0
coverage probabilities,2,0
analyzing data,2,0
proximity matrices,2,0
density estimates,2,0
quantitative finance,2,0
low noise,2,0
model-robust,2,0
local smoothing,2,0
quadratic loss,2,0
normal population,2,0
periodic sequences,2,0
sas software,2,0
nonnormal responses,2,0
polynomial interpolators,2,0
skew-elliptical distributions,2,0
causal conjecture,2,0
heterogeneous system,2,0
practical identification,2,0
health science,2,0
fb,2,0
unsupervised selection,2,0
fast gaussian,2,0
the evolvement,2,0
human-machine collaboration,2,0
c1,2,0
arnold,2,0
operational matrix,2,0
clayey soils,2,0
kernel algorithm,2,0
multi-links,2,0
semi-supervised svm,2,0
gam,2,0
casson fluid,2,0
correlation methods,2,0
hammerstein,2,0
class 2,2,0
optimum positioning,2,0
back-propagation algorithm,2,0
barometers,2,0
flyrock,2,0
new result,2,0
grinding,2,0
electromagnetic interferences,2,0
cox regression,2,0
risk stratification,2,0
vertical extrapolation,2,0
soft clay,2,0
rbfnn design,2,0
breakwaters,2,0
nanowire,2,0
apalachicola bay,2,0
interwell connectivity,2,0
iterative identification,2,0
predictive clustering,2,0
som algorithm,2,0
hike,2,0
iot system,2,0
on-line identification,2,0
microalloyed steels,2,0
casson nanofluid,2,0
dictionary approach,2,0
shape matching,2,0
th-order,2,0
drilling processes,2,0
terrain-based navigation,2,0
off-line optimization,2,0
wedge,2,0
alcoholism,2,0
variable consistency,2,0
os-elm,2,0
nelder-mead method,2,0
part2,2,0
phishing websites,2,0
sbs,2,0
temperature analysis,2,0
silica fume,2,0
evaluation function,2,0
cache replacement,2,0
event-triggered h,2,0
wedm process,2,0
a chaos,2,0
topology structure,2,0
corrosion resistance,2,0
localized regression,2,0
centrifugal compressor,2,0
near-rings,2,0
fuzzy rule-base,2,0
multi-layer segmentation,2,0
spatial feature,2,0
plastic analysis,2,0
parallel disks,2,0
the feedback,2,0
magnetic levitation,2,0
nucleus,2,0
cognitive computers,2,0
markov volatilities,2,0
biological species,2,0
spillways,2,0
silicon carbide,2,0
athens,2,0
micro-genetic algorithms,2,0
ii method,2,0
recursive bayesian,2,0
indoor temperature,2,0
a glossary,2,0
elm model,2,0
a cart,2,0
hybrid microgrid,2,0
input-output analysis,2,0
sparse autoencoders,2,0
non-stationary data,2,0
functional-link net,2,0
water absorption,2,0
\ upgamma-hemirings,2,0
load disaggregation,2,0
background/foreground separation,2,0
local tuning,2,0
heterogeneous nodes,2,0
agm,2,0
rcd,2,0
anti-synchronization,2,0
anaerobic fermentation,2,0
mcdm procedure,2,0
stewart platform,2,0
longwall mining,2,0
topological structure,2,0
stationary oscillation,2,0
hindmarsh-rose neurons,2,0
gels,2,0
fluid animation,2,0
portland cement,2,0
insensitive regression,2,0
probabilistic identification,2,0
spectral power,2,0
machine algorithm,2,0
sub-networks,2,0
power spectral,2,0
soft rings,2,0
bifurcation study,2,0
cavity filters,2,0
muskingum model,2,0
max-norm estimate,2,0
honeybees,2,0
polynomial kernel,2,0
synthetic datasets,2,0
photovoltaic array,2,0
deterioration effect,2,0
multifactor-induced landslides,2,0
elm-hammerstein model,2,0
heat exchanger,2,0
grinding process,2,0
activation functions,2,0
fireflies,2,0
iconip 2012,2,0
perishable food,2,0
land suitability,2,0
non-newtonian nanofluid,2,0
problem solution,2,0
function analysis,2,0
hybrid ann,2,0
iss,2,0
porosity,2,0
tensor representation,2,0
electronic temperature,2,0
soft matrices,2,0
multi-objective clustering,2,0
mran,2,0
generalization ability,2,0
quality defects,2,0
ash-based geopolymers,2,0
k-svd,2,0
the probe,2,0
nonlinear hammerstein,2,0
damage identification,2,0
input-output mapping,2,0
recursive least-squares,2,0
grey modeling,2,0
humanoid locomotion,2,0
unbalanced voltage,2,0
algorithmic specification,2,0
system modelling,2,0
factor rls,2,0
flashover voltage,2,0
bayesian regression,2,0
cvfem,2,0
lqr control,2,0
surface adsorption,2,0
nio nanoparticles,2,0
hemiregular,2,0
structural elucidation,2,0
deformable modelling,2,0
id3 algorithm,2,0
differential emd,2,0
ga-based,2,0
sampled-data synchronization,2,0
dragonfly algorithm,2,0
single-objective,2,0
a factory,2,0
spam emails,2,0
hidden neurons,2,0
concretes,2,0
m5tree,2,0
lssvr,2,0
masonry structures,2,0
viscous fluid,2,0
vigilance,2,0
backcalculation,2,0
svm method,2,0
non-affine,2,0
nonlinear algorithms,2,0
bilinear separation,2,0
non-recurrent congestion,2,0
feedforward compensators,2,0
invariant approach,2,0
branch coverage,2,0
hypernear-rings,2,0
quadratic optimisation,2,0
winner-take-all behavior,2,0
multi-sensors,2,0
algebraic condition,2,0
mesh optimization,2,0
wood density,2,0
l p,2,0
b -rsb-,2,0
the motor,2,0
lsms,2,0
monarch,2,0
data mining-based,2,0
correlation measure,2,0
tornado,2,0
surface method,2,0
cross-entropy measure,2,0
lstm-rnns,2,0
gene identification,2,0
polynomial modeling,2,0
organ donors,2,0
waste ashes,2,0
cell structures,2,0
shape-memory alloys,2,0
art2,2,0
false-positive reduction,2,0
graphic arts,2,0
inverse model,2,0
groundwater level,2,0
a shunting,2,0
ar-anfis,2,0
fuzzy compensator,2,0
failure prognostics,2,0
neocognitron,2,0
1-norm minimization,2,0
ac resistance,2,0
homotopy analysis,2,0
moth-flame optimizer,2,0
controller tuning,2,0
greenhouse climate,2,0
object 's,2,0
imbalanced dataset,2,0
vector sensors,2,0
decision-making tool,2,0
magnetic dipole,2,0
cloud application,2,0
steel fiber,2,0
sleep eeg,2,0
fpga chip,2,0
forecast model,2,0
silicon content,2,0
mcdm method,2,0
multiple timescale,2,0
cluster-based energy-aware,2,0
si engine,2,0
response identification,2,0
cuda-based parallelization,2,0
olfactory bulb,2,0
complete l-lattices,2,0
observer-based control,2,0
nonlinear observation,2,0
soft soil,2,0
telecommunication system,2,0
smaw,2,0
real-time evaluation,2,0
neural architectures,2,0
epileptic electroencephalography,2,0
converging,2,0
online consumer,2,0
steel moment,2,0
voltage harmonics,2,0
path decompositions,2,0
real computation,2,0
local colourings,2,0
self-complementary hypergraphs,2,0
local resilience,2,0
equimatchable graphs,2,0
goldbach partitions,2,0
tidy graphs,2,0
colored graphs,2,0
efficient pattern,2,0
power graphs,2,0
2-outerplanar graphs,2,0
independent subsets,2,0
k-noncrossing,2,0
ferrers diagrams,2,0
tutte polynomials,2,0
mathematical support,2,0
g-graphs,2,0
algebraic hypergraphs,2,0
rostock,2,0
connectivity augmentation,2,0
pl 4-manifolds,2,0
gracefulness,2,0
set partitions,2,0
polytopal complexes,2,0
chain complexes,2,0
mpq-trees,2,0
digital fingerprinting,2,0
characterizations of,2,0
near-perfect graphs,2,0
antibandwidth,2,0
unicycle,2,0
simple max-cut,2,0
comparability graphs,2,0
page number,2,0
flow-critical graphs,2,0
characteristic 4,2,0
binary predicates,2,0
dominoes,2,0
orthogonal grassmannians,2,0
graph polynomials,2,0
d-collapsibility,2,0
meromorphic functions,2,0
q2,2,0
multicuts,2,0
matching extendability,2,0
polynomial solvability,2,0
antiwebs,2,0
number one,2,0
salesman polytope,2,0
codimension two,2,0
online matching,2,0
k-edge-hamiltonian hypergraphs,2,0
graph colourings,2,0
the clique-width,2,0
highly nonlinear,2,0
autarkies,2,0
the join,2,0
cad data,2,0
semiovals,2,0
probabilistic divide-and-conquer,2,0
nonrepetitive colorings,2,0
semi-degree threshold,2,0
class description,2,0
a-perfect graphs,2,0
superclasses,2,0
matrix partitions,2,0
many obstructions,2,0
level graphs,2,0
knowledge structures,2,0
mycielskian,2,0
vns algorithm,2,0
paul erd,2,0
3-coloring,2,0
circular-perfect graphs,2,0
their degree,2,0
vertex-colored graphs,2,0
tucker 's,2,0
huge graphs,2,0
the edge-connectivity,2,0
good correlations,2,0
reflexive graphs,2,0
new designs,2,0
3-colorings,2,0
metrical properties,2,0
positive braids,2,0
icvns ',2,0
minor-free,2,0
flowgraphs,2,0
grundy,2,0
equitable colorings,2,0
cubic rotation,2,0
optimization symposium,2,0
monophonic convexity,2,0
log-concavity,2,0
catastrophes,2,0
fair representation,2,0
flight retiming,2,0
ordered structures,2,0
segmentation problem,2,0
a restriction,2,0
multi-objective approaches,2,0
contractors,2,0
hamming,2,0
the cut,2,0
the sharpness,2,0
gvns,2,0
graph decompositions,2,0
cross sections,2,0
linear graphs,2,0
two matroids,2,0
a degree,2,0
a 4-cycle,2,0
a 2-factor,2,0
theta graphs,2,0
gammoids,2,0
triangle graphs,2,0
incomparability graphs,2,0
localization property,2,0
branch-and-cut-and-price,2,0
clutters,2,0
home healthcare,2,0
tutte 's,2,0
distance two,2,0
small-world graphs,2,0
characteristic zero,2,0
complete mappings,2,0
vertex degree,2,0
loop graphs,2,0
conic programming,2,0
q-analogs,2,0
2-1,2,0
generalized quadrangles,2,0
light subgraphs,2,0
new characterizations,2,0
laplacian matrix,2,0
extremal functions,2,0
distribution properties,2,0
disk graphs,2,0
outerplanar obstructions,2,0
the min-degree,2,0
bidirected graphs,2,0
the queue-number,2,0
the modular-pairs,2,0
a cograph,2,0
orbit matrices,2,0
2-designs,2,0
nested graphs,2,0
bilevel model,2,0
linear permutations,2,0
girth six,2,0
timetable optimization,2,0
a branch-and-price,2,0
johnson graphs,2,0
mincuts,2,0
proper connection,2,0
number 2,2,0
magic labelings,2,0
pebble,2,0
graph search,2,0
self-complementary graphs,2,0
ilp formulations,2,0
